site,year,fuel,PJ
Runcorn,2033,gas,0.2824
Runcorn,2034,gas,0.2815
Runcorn,2035,gas,0.2805
Runcorn,2036,gas,0.2796
SELCHP,2026,gas,1.3235
SELCHP,2027,gas,1.3235
SELCHP,2028,gas,1.3235
SELCHP,2029,gas,1.3235
SELCHP,2030,gas,1.3235
SELCHP,2031,gas,1.319
SELCHP,2032,gas,1.3146
SELCHP,2033,gas,1.3102
SELCHP,2034,gas,1.3058
SELCHP,2035,gas,1.3014
SELCHP,2036,gas,1.297
Saddlebow Paper Mill,2026,gas,2.7884
Saddlebow Paper Mill,2027,gas,2.7884
Saddlebow Paper Mill,2028,gas,2.7884
Saddlebow Paper Mill,2029,gas,2.7884
Saddlebow Paper Mill,2030,gas,2.7884
Saddlebow Paper Mill,2031,gas,2.7791
Saddlebow Paper Mill,2032,gas,2.7698
Saddlebow Paper Mill,2033,gas,2.7605
Saddlebow Paper Mill,2034,gas,2.7513
Saddlebow Paper Mill,2035,gas,2.742
Saddlebow Paper Mill,2036,gas,2.7327
Saint-Gobain Glass (United Kingdom) Limited,2026,gas,1.8177
Saint-Gobain Glass (United Kingdom) Limited,2027,gas,1.8177
Saint-Gobain Glass (United Kingdom) Limited,2028,gas,1.8177
Saint-Gobain Glass (United Kingdom) Limited,2029,gas,1.8177
Saint-Gobain Glass (United Kingdom) Limited,2030,gas,1.8177
Saint-Gobain Glass (United Kingdom) Limited,2031,gas,1.8117
Saint-Gobain Glass (United Kingdom) Limited,2032,gas,1.8056
Saint-Gobain Glass (United Kingdom) Limited,2033,gas,1.7996
Saint-Gobain Glass (United Kingdom) Limited,2034,gas,1.7935
Saint-Gobain Glass (United Kingdom) Limited,2035,gas,1.7874
Saint-Gobain Glass (United Kingdom) Limited,2036,gas,1.7814
Scunthorpe Integrated Iron & Steel Works,2026,gas,4.9367
Scunthorpe Integrated Iron & Steel Works,2027,electricity,0.1449
Scunthorpe Integrated Iron & Steel Works,2027,gas,4.7392
Scunthorpe Integrated Iron & Steel Works,2028,electricity,3.6203
Scunthorpe Integrated Iron & Steel Works,2029,electricity,3.6203
Scunthorpe Integrated Iron & Steel Works,2030,electricity,3.6203
Scunthorpe Integrated Iron & Steel Works,2031,electricity,3.6203
Scunthorpe Integrated Iron & Steel Works,2032,electricity,3.6203
Scunthorpe Integrated Iron & Steel Works,2033,electricity,3.6203
Scunthorpe Integrated Iron & Steel Works,2034,electricity,3.6203
Scunthorpe Integrated Iron & Steel Works,2035,electricity,3.6203
Scunthorpe Integrated Iron & Steel Works,2036,electricity,3.6203
Seal Sands High Temparature Incinerator,2026,gas,0.2006
Seal Sands High Temparature Incinerator,2027,gas,0.2006
Seal Sands High Temparature Incinerator,2028,gas,0.2006
Seal Sands High Temparature Incinerator,2029,gas,0.2006
Seal Sands High Temparature Incinerator,2030,gas,0.2006
Seal Sands High Temparature Incinerator,2031,gas,0.1999
Seal Sands High Temparature Incinerator,2032,gas,0.1992
Seal Sands High Temparature Incinerator,2033,gas,0.1986
Seal Sands High Temparature Incinerator,2034,gas,0.1979
Seal Sands High Temparature Incinerator,2035,gas,0.1972
Seal Sands High Temparature Incinerator,2036,gas,0.1966
Selby Wheat Processing Facility,2026,gas,2.0532
Selby Wheat Processing Facility,2027,gas,2.0532
Selby Wheat Processing Facility,2028,gas,2.0532
Selby Wheat Processing Facility,2029,gas,2.0532
Selby Wheat Processing Facility,2030,gas,2.0532
Selby Wheat Processing Facility,2031,gas,2.0463
Selby Wheat Processing Facility,2032,gas,2.0395
Selby Wheat Processing Facility,2033,gas,2.0326
Selby Wheat Processing Facility,2034,gas,2.0258
Selby Wheat Processing Facility,2035,gas,2.0189
Selby Wheat Processing Facility,2036,gas,2.0121
Sellafield Site,2026,gas,2.6097
Sellafield Site,2027,gas,2.6097
Sellafield Site,2028,gas,2.6097
Sellafield Site,2029,gas,2.6097
Sellafield Site,2030,gas,2.6097
Sellafield Site,2031,gas,2.601
Sellafield Site,2032,gas,2.5923
Sellafield Site,2033,gas,2.5836
Sellafield Site,2034,gas,2.5749
Sellafield Site,2035,gas,2.5662
Sellafield Site,2036,gas,2.5575
Severnside Energy Recovery Centre,2026,gas,1.3544
Severnside Energy Recovery Centre,2027,gas,1.3544
Severnside Energy Recovery Centre,2028,gas,1.3544
Severnside Energy Recovery Centre,2029,gas,1.3544
Severnside Energy Recovery Centre,2030,gas,1.3544
Severnside Energy Recovery Centre,2031,gas,1.3499
Severnside Energy Recovery Centre,2032,gas,1.3454
Severnside Energy Recovery Centre,2033,gas,1.3409
Severnside Energy Recovery Centre,2034,gas,1.3364
Severnside Energy Recovery Centre,2035,gas,1.3318
Severnside Energy Recovery Centre,2036,gas,1.3273
Shap,2026,gas,0.2435
Shap,2027,gas,0.2435
Shap,2028,gas,0.2435
Shap,2029,gas,0.2435
Shap,2030,gas,0.2435
Shap,2031,gas,0.2427
Shap,2032,gas,0.2419
Shap,2033,gas,0.2411
Shap,2034,gas,0.2403
Shap,2035,gas,0.2395
Shap,2036,gas,0.2387
Sheffield,2026,gas,0.771
Sheffield,2027,gas,0.771
Sheffield,2028,gas,0.771
Sheffield,2029,gas,0.771
Sheffield,2030,gas,0.771
Sheffield,2031,gas,0.7684
Sheffield,2032,gas,0.7659
Sheffield,2033,gas,0.7633
Sheffield,2034,gas,0.7607
Sheffield,2035,gas,0.7582
Sheffield,2036,gas,0.7556
Shell UK Limited Fife NGL Plant,2026,biomass,0.0
Shell UK Limited Fife NGL Plant,2026,gas,2.313
Shell UK Limited Fife NGL Plant,2027,biomass,0.0
Shell UK Limited Fife NGL Plant,2027,gas,2.313
Shell UK Limited Fife NGL Plant,2028,biomass,0.0
Shell UK Limited Fife NGL Plant,2028,gas,2.313
Shell UK Limited Fife NGL Plant,2029,biomass,0.0
Shell UK Limited Fife NGL Plant,2029,gas,2.313
Shell UK Limited Fife NGL Plant,2030,biomass,0.0
Shell UK Limited Fife NGL Plant,2030,gas,2.313
Shell UK Limited Fife NGL Plant,2031,biomass,0.0
Shell UK Limited Fife NGL Plant,2031,gas,2.3053
Shell UK Limited Fife NGL Plant,2032,biomass,0.0
Shell UK Limited Fife NGL Plant,2032,gas,2.2976
Shell UK Limited Fife NGL Plant,2033,biomass,0.0
Shell UK Limited Fife NGL Plant,2033,gas,2.2899
Shell UK Limited Fife NGL Plant,2034,biomass,0.0
Shell UK Limited Fife NGL Plant,2034,gas,2.2821
Shell UK Limited Fife NGL Plant,2035,biomass,0.0
Shell UK Limited Fife NGL Plant,2035,gas,2.2744
Shell UK Limited Fife NGL Plant,2036,biomass,0.0
Shell UK Limited Fife NGL Plant,2036,gas,2.2667
Sherburn Gypsum Works,2026,biomass,0.0
Sherburn Gypsum Works,2026,gas,0.6504
Sherburn Gypsum Works,2027,biomass,0.0
Sherburn Gypsum Works,2027,gas,0.6504
Sherburn Gypsum Works,2028,biomass,0.0
Sherburn Gypsum Works,2028,gas,0.6504
Sherburn Gypsum Works,2029,biomass,0.0
Sherburn Gypsum Works,2029,gas,0.6504
Sherburn Gypsum Works,2030,biomass,0.0
Sherburn Gypsum Works,2030,gas,0.6504
Sherburn Gypsum Works,2031,biomass,0.0
Sherburn Gypsum Works,2031,gas,0.6483
Sherburn Gypsum Works,2032,biomass,0.0
Sherburn Gypsum Works,2032,gas,0.6461
Sherburn Gypsum Works,2033,biomass,0.0
Sherburn Gypsum Works,2033,gas,0.6439
Sherburn Gypsum Works,2034,biomass,0.0
Sherburn Gypsum Works,2034,gas,0.6418
Sherburn Gypsum Works,2035,biomass,0.0
Sherburn Gypsum Works,2035,gas,0.6396
Sherburn Gypsum Works,2036,biomass,0.0
Sherburn Gypsum Works,2036,gas,0.6374
Slough Chocolate Factory,2026,gas,0.218
Slough Chocolate Factory,2027,gas,0.218
Slough Chocolate Factory,2028,gas,0.218
Slough Chocolate Factory,2029,gas,0.218
Slough Chocolate Factory,2030,gas,0.218
Slough Chocolate Factory,2031,gas,0.2173
Slough Chocolate Factory,2032,gas,0.2166
Slough Chocolate Factory,2033,gas,0.2158
Slough Chocolate Factory,2034,gas,0.2151
Slough Chocolate Factory,2035,gas,0.2144
Slough Chocolate Factory,2036,gas,0.2136
Smurfit Westrock SSK,2026,biomass,0.0001
Smurfit Westrock SSK,2026,gas,1.2213
Smurfit Westrock SSK,2027,biomass,0.0001
Smurfit Westrock SSK,2027,gas,1.2213
Smurfit Westrock SSK,2028,biomass,0.0001
Smurfit Westrock SSK,2028,gas,1.2213
Smurfit Westrock SSK,2029,biomass,0.0001
Smurfit Westrock SSK,2029,gas,1.2213
Smurfit Westrock SSK,2030,biomass,0.0001
Smurfit Westrock SSK,2030,gas,1.2213
Smurfit Westrock SSK,2031,biomass,0.0001
Smurfit Westrock SSK,2031,gas,1.2172
Smurfit Westrock SSK,2032,biomass,0.0001
Smurfit Westrock SSK,2032,gas,1.2131
Smurfit Westrock SSK,2033,biomass,0.0001
Smurfit Westrock SSK,2033,gas,1.2091
Smurfit Westrock SSK,2034,biomass,0.0001
Smurfit Westrock SSK,2034,gas,1.205
Smurfit Westrock SSK,2035,biomass,0.0001
Smurfit Westrock SSK,2035,gas,1.2009
Smurfit Westrock SSK,2036,biomass,0.0001
Smurfit Westrock SSK,2036,gas,1.1969
Smurfit Westrock Townsend Hook,2026,biomass,0.0
Smurfit Westrock Townsend Hook,2026,gas,1.5008
Smurfit Westrock Townsend Hook,2027,biomass,0.0
Smurfit Westrock Townsend Hook,2027,gas,1.5008
Smurfit Westrock Townsend Hook,2028,biomass,0.0
Smurfit Westrock Townsend Hook,2028,gas,1.5008
Smurfit Westrock Townsend Hook,2029,biomass,0.0
Smurfit Westrock Townsend Hook,2029,gas,1.5008
Smurfit Westrock Townsend Hook,2030,biomass,0.0
Smurfit Westrock Townsend Hook,2030,gas,1.5008
Smurfit Westrock Townsend Hook,2031,biomass,0.0
Smurfit Westrock Townsend Hook,2031,gas,1.4958
Smurfit Westrock Townsend Hook,2032,biomass,0.0
Smurfit Westrock Townsend Hook,2032,gas,1.4908
Smurfit Westrock Townsend Hook,2033,biomass,0.0
Smurfit Westrock Townsend Hook,2033,gas,1.4858
Smurfit Westrock Townsend Hook,2034,biomass,0.0
Smurfit Westrock Townsend Hook,2034,gas,1.4808
Smurfit Westrock Townsend Hook,2035,biomass,0.0
Smurfit Westrock Townsend Hook,2035,gas,1.4758
Smurfit Westrock Townsend Hook,2036,biomass,0.0
Smurfit Westrock Townsend Hook,2036,gas,1.4708
Solutia UK Limited - Newport,2026,biomass,0.0
Solutia UK Limited - Newport,2026,gas,0.7294
Solutia UK Limited - Newport,2027,biomass,0.0
Solutia UK Limited - Newport,2027,gas,0.7294
Solutia UK Limited - Newport,2028,biomass,0.0
Solutia UK Limited - Newport,2028,gas,0.7294
Solutia UK Limited - Newport,2029,biomass,0.0
Solutia UK Limited - Newport,2029,gas,0.7294
Solutia UK Limited - Newport,2030,biomass,0.0
Solutia UK Limited - Newport,2030,gas,0.7294
Solutia UK Limited - Newport,2031,biomass,0.0
Solutia UK Limited - Newport,2031,gas,0.7269
Solutia UK Limited - Newport,2032,biomass,0.0
Solutia UK Limited - Newport,2032,gas,0.7245
Solutia UK Limited - Newport,2033,biomass,0.0
Solutia UK Limited - Newport,2033,gas,0.7221
Solutia UK Limited - Newport,2034,biomass,0.0
Solutia UK Limited - Newport,2034,gas,0.7196
Solutia UK Limited - Newport,2035,biomass,0.0
Solutia UK Limited - Newport,2035,gas,0.7172
Solutia UK Limited - Newport,2036,biomass,0.0
Solutia UK Limited - Newport,2036,gas,0.7148
South Holmwood Brickworks,2026,gas,0.2485
South Holmwood Brickworks,2027,gas,0.2485
South Holmwood Brickworks,2028,gas,0.2485
South Holmwood Brickworks,2029,gas,0.2485
South Holmwood Brickworks,2030,gas,0.2485
South Holmwood Brickworks,2031,gas,0.2477
South Holmwood Brickworks,2032,gas,0.2469
South Holmwood Brickworks,2033,gas,0.246
South Holmwood Brickworks,2034,gas,0.2452
South Holmwood Brickworks,2035,gas,0.2444
South Holmwood Brickworks,2036,gas,0.2436
South Wirral,2026,gas,1.8223
South Wirral,2027,gas,1.8223
South Wirral,2028,gas,1.8223
South Wirral,2029,gas,1.8223
South Wirral,2030,gas,1.8223
South Wirral,2031,gas,1.8162
South Wirral,2032,gas,1.8101
South Wirral,2033,gas,1.8041
South Wirral,2034,gas,1.798
South Wirral,2035,gas,1.7919
South Wirral,2036,gas,1.7858
Southampton,2026,gas,0.7067
Southampton,2027,gas,0.7067
Southampton,2028,gas,0.7067
Southampton,2029,gas,0.7067
Southampton,2030,gas,0.7067
Southampton,2031,gas,0.7044
Southampton,2032,gas,0.702
Southampton,2033,gas,0.6997
Southampton,2034,gas,0.6973
Southampton,2035,gas,0.695
Southampton,2036,gas,0.6926
Stanlow Manufacturing Complex,2026,gas,34.1682
Stanlow Manufacturing Complex,2027,gas,34.1682
Stanlow Manufacturing Complex,2028,gas,34.1682
Stanlow Manufacturing Complex,2029,gas,34.1682
Stanlow Manufacturing Complex,2030,gas,34.1682
Stanlow Manufacturing Complex,2031,gas,34.0543
Stanlow Manufacturing Complex,2032,gas,33.9405
Stanlow Manufacturing Complex,2033,gas,33.8266
Stanlow Manufacturing Complex,2034,gas,33.7127
Stanlow Manufacturing Complex,2035,gas,33.5988
Stanlow Manufacturing Complex,2036,gas,33.4849
Stoke-On-Trent,2026,gas,0.6214
Stoke-On-Trent,2027,gas,0.6214
Stoke-On-Trent,2028,gas,0.6214
Stoke-On-Trent,2029,gas,0.6214
Stoke-On-Trent,2030,gas,0.6214
Stoke-On-Trent,2031,gas,0.6193
Stoke-On-Trent,2032,gas,0.6172
Stoke-On-Trent,2033,gas,0.6152
Stoke-On-Trent,2034,gas,0.6131
Stoke-On-Trent,2035,gas,0.611
Stoke-On-Trent,2036,gas,0.609
Stoneywood Mill,2026,gas,0.4229
Stoneywood Mill,2027,gas,0.4229
Stoneywood Mill,2028,gas,0.4229
Stoneywood Mill,2029,gas,0.4229
Stoneywood Mill,2030,gas,0.4229
Stoneywood Mill,2031,gas,0.4215
Stoneywood Mill,2032,gas,0.4201
Stoneywood Mill,2033,gas,0.4187
Stoneywood Mill,2034,gas,0.4173
Stoneywood Mill,2035,gas,0.4159
Stoneywood Mill,2036,gas,0.4145
Stourton,2026,gas,0.693
Stourton,2027,gas,0.693
Stourton,2028,gas,0.693
Stourton,2029,gas,0.693
Stourton,2030,gas,0.693
Stourton,2031,gas,0.6907
Stourton,2032,gas,0.6884
Stourton,2033,gas,0.686
Stourton,2034,gas,0.6837
Stourton,2035,gas,0.6814
Stourton,2036,gas,0.6791
Stranglands Lane West Yorkshire,2026,gas,2.1919
Stranglands Lane West Yorkshire,2027,gas,2.1919
Stranglands Lane West Yorkshire,2028,gas,2.1919
Stranglands Lane West Yorkshire,2029,gas,2.1919
Stranglands Lane West Yorkshire,2030,gas,2.1919
Stranglands Lane West Yorkshire,2031,gas,2.1846
Stranglands Lane West Yorkshire,2032,gas,2.1773
Stranglands Lane West Yorkshire,2033,gas,2.17
Stranglands Lane West Yorkshire,2034,gas,2.1627
Stranglands Lane West Yorkshire,2035,gas,2.1554
Stranglands Lane West Yorkshire,2036,gas,2.1481
Stubbins Mill,2026,gas,0.272
Stubbins Mill,2027,gas,0.272
Stubbins Mill,2028,gas,0.272
Stubbins Mill,2029,gas,0.272
Stubbins Mill,2030,gas,0.272
Stubbins Mill,2031,gas,0.271
Stubbins Mill,2032,gas,0.2701
Stubbins Mill,2033,gas,0.2692
Stubbins Mill,2034,gas,0.2683
Stubbins Mill,2035,gas,0.2674
Stubbins Mill,2036,gas,0.2665
Syngenta Limited,2026,biomass,0.0001
Syngenta Limited,2026,gas,1.0978
Syngenta Limited,2027,biomass,0.0001
Syngenta Limited,2027,gas,1.0978
Syngenta Limited,2028,biomass,0.0001
Syngenta Limited,2028,gas,1.0978
Syngenta Limited,2029,biomass,0.0001
Syngenta Limited,2029,gas,1.0978
Syngenta Limited,2030,biomass,0.0001
Syngenta Limited,2030,gas,1.0978
Syngenta Limited,2031,biomass,0.0001
Syngenta Limited,2031,gas,1.0941
Syngenta Limited,2032,biomass,0.0001
Syngenta Limited,2032,gas,1.0905
Syngenta Limited,2033,biomass,0.0001
Syngenta Limited,2033,gas,1.0868
Syngenta Limited,2034,biomass,0.0001
Syngenta Limited,2034,gas,1.0832
Syngenta Limited,2035,biomass,0.0001
Syngenta Limited,2035,gas,1.0795
Syngenta Limited,2036,biomass,0.0001
Syngenta Limited,2036,gas,1.0758
Tata Steel Colors,2026,gas,0.0842
Tata Steel Colors,2027,electricity,0.0025
Tata Steel Colors,2027,gas,0.0809
Tata Steel Colors,2028,electricity,0.005
Tata Steel Colors,2028,gas,0.0775
Tata Steel Colors,2029,electricity,0.0618
Tata Steel Colors,2030,electricity,0.0618
Tata Steel Colors,2031,electricity,0.0618
Tata Steel Colors,2032,electricity,0.0618
Tata Steel Colors,2033,electricity,0.0618
Tata Steel Colors,2034,electricity,0.0618
Tata Steel Colors,2035,electricity,0.0618
Tata Steel Colors,2036,electricity,0.0618
Tata Steel Packaging Plus UK,2026,gas,0.0608
Tata Steel Packaging Plus UK,2027,electricity,0.0019
Tata Steel Packaging Plus UK,2027,gas,0.0583
Tata Steel Packaging Plus UK,2028,electricity,0.0037
Tata Steel Packaging Plus UK,2028,gas,0.0559
Tata Steel Packaging Plus UK,2029,electricity,0.0447
Tata Steel Packaging Plus UK,2030,electricity,0.0447
Tata Steel Packaging Plus UK,2031,electricity,0.0447
Tata Steel Packaging Plus UK,2032,electricity,0.0447
Tata Steel Packaging Plus UK,2033,electricity,0.0447
Tata Steel Packaging Plus UK,2034,electricity,0.0447
Tata Steel Packaging Plus UK,2035,electricity,0.0447
Tata Steel Packaging Plus UK,2036,electricity,0.0447
Tate and Lyle Sugars,2026,gas,1.7448
Tate and Lyle Sugars,2027,gas,1.7448
Tate and Lyle Sugars,2028,gas,1.7448
Tate and Lyle Sugars,2029,gas,1.7448
Tate and Lyle Sugars,2030,gas,1.7448
Tate and Lyle Sugars,2031,gas,1.739
Tate and Lyle Sugars,2032,gas,1.7332
Tate and Lyle Sugars,2033,gas,1.7274
Tate and Lyle Sugars,2034,gas,1.7215
Tate and Lyle Sugars,2035,gas,1.7157
Tate and Lyle Sugars,2036,gas,1.7099
Teesside Beam Mill,2026,gas,0.0942
Teesside Beam Mill,2027,electricity,0.0027
Teesside Beam Mill,2027,gas,0.0905
Teesside Beam Mill,2028,electricity,0.0055
Teesside Beam Mill,2028,gas,0.0867
Teesside Beam Mill,2029,electricity,0.0691
Teesside Beam Mill,2030,electricity,0.0691
Teesside Beam Mill,2031,electricity,0.0691
Teesside Beam Mill,2032,electricity,0.0691
Teesside Beam Mill,2033,electricity,0.0691
Teesside Beam Mill,2034,electricity,0.0691
Teesside Beam Mill,2035,electricity,0.0691
Teesside Beam Mill,2036,electricity,0.0691
Teesside Hydrogen Plant,2026,biomass,0.0001
Teesside Hydrogen Plant,2026,gas,3.0655
Teesside Hydrogen Plant,2027,biomass,0.0001
Teesside Hydrogen Plant,2027,gas,3.0655
Teesside Hydrogen Plant,2028,biomass,0.0001
Teesside Hydrogen Plant,2028,gas,3.0655
Teesside Hydrogen Plant,2029,biomass,0.0001
Teesside Hydrogen Plant,2029,gas,3.0655
Teesside Hydrogen Plant,2030,biomass,0.0001
Teesside Hydrogen Plant,2030,gas,3.0655
Teesside Hydrogen Plant,2031,biomass,0.0001
Teesside Hydrogen Plant,2031,gas,3.0553
Teesside Hydrogen Plant,2032,biomass,0.0001
Teesside Hydrogen Plant,2032,gas,3.0451
Teesside Hydrogen Plant,2033,biomass,0.0001
Teesside Hydrogen Plant,2033,gas,3.0349
Teesside Hydrogen Plant,2034,biomass,0.0001
Teesside Hydrogen Plant,2034,gas,3.0247
Teesside Hydrogen Plant,2035,biomass,0.0001
Teesside Hydrogen Plant,2035,gas,3.0144
Teesside Hydrogen Plant,2036,biomass,0.0001
Teesside Hydrogen Plant,2036,gas,3.0042
The Girvan Distillery,2026,biomass,0.0
The Girvan Distillery,2026,gas,1.3041
The Girvan Distillery,2027,biomass,0.0
The Girvan Distillery,2027,gas,1.3041
The Girvan Distillery,2028,biomass,0.0
The Girvan Distillery,2028,gas,1.3041
The Girvan Distillery,2029,biomass,0.0
The Girvan Distillery,2029,gas,1.3041
The Girvan Distillery,2030,biomass,0.0
The Girvan Distillery,2030,gas,1.3041
The Girvan Distillery,2031,biomass,0.0
The Girvan Distillery,2031,gas,1.2997
The Girvan Distillery,2032,biomass,0.0
The Girvan Distillery,2032,gas,1.2954
The Girvan Distillery,2033,biomass,0.0
The Girvan Distillery,2033,gas,1.2911
The Girvan Distillery,2034,biomass,0.0
The Girvan Distillery,2034,gas,1.2867
The Girvan Distillery,2035,biomass,0.0
The Girvan Distillery,2035,gas,1.2824
The Girvan Distillery,2036,biomass,0.0
The Girvan Distillery,2036,gas,1.278
The Lycra Company UK Limited,2026,gas,0.8631
The Lycra Company UK Limited,2027,gas,0.8631
The Lycra Company UK Limited,2028,gas,0.8631
The Lycra Company UK Limited,2029,gas,0.8631
The Lycra Company UK Limited,2030,gas,0.8631
The Lycra Company UK Limited,2031,gas,0.8603
The Lycra Company UK Limited,2032,gas,0.8574
The Lycra Company UK Limited,2033,gas,0.8545
The Lycra Company UK Limited,2034,gas,0.8516
The Lycra Company UK Limited,2035,gas,0.8488
The Lycra Company UK Limited,2036,gas,0.8459
Thornton-Cleveleys,2026,gas,0.3047
Tronox Pigment - CHP Plant,2026,gas,2.508
Tronox Pigment - CHP Plant,2027,gas,2.508
Tronox Pigment - CHP Plant,2028,gas,2.508
Tronox Pigment - CHP Plant,2029,gas,2.508
Tronox Pigment - CHP Plant,2030,gas,2.508
Tronox Pigment - CHP Plant,2031,gas,2.4997
Tronox Pigment - CHP Plant,2032,gas,2.4913
Tronox Pigment - CHP Plant,2033,gas,2.483
Tronox Pigment - CHP Plant,2034,gas,2.4746
Tronox Pigment - CHP Plant,2035,gas,2.4662
Tronox Pigment - CHP Plant,2036,gas,2.4579
Tunstead Cement,2026,gas,2.3267
Tunstead Cement,2027,gas,2.3892
Tunstead Cement,2028,gas,2.4651
Tunstead Cement,2029,gas,2.5722
Tunstead Cement,2030,gas,2.5032
Tunstead Cement,2031,gas,2.6888
Tunstead Cement,2032,gas,2.6983
Tunstead Cement,2033,gas,2.7079
Tunstead Cement,2034,gas,2.7174
Tunstead Cement,2035,gas,2.7365
Tunstead Cement,2036,gas,2.7365
Tunstead Lime,2026,gas,6.3705
Tunstead Lime,2027,gas,6.3705
Tunstead Lime,2028,gas,6.3705
Tunstead Lime,2029,gas,6.3705
Tunstead Lime,2030,gas,6.3705
Tunstead Lime,2031,gas,6.3493
Tunstead Lime,2032,gas,6.328
Tunstead Lime,2033,gas,6.3068
Tunstead Lime,2034,gas,6.2856
Tunstead Lime,2035,gas,6.2643
Tunstead Lime,2036,gas,6.2431
Tyseley,2026,gas,1.2119
Tyseley,2027,gas,1.2119
Tyseley,2028,gas,1.2119
Tyseley,2029,gas,1.2119
Tyseley,2030,gas,1.2119
Tyseley,2031,gas,1.2079
Tyseley,2032,gas,1.2038
Tyseley,2033,gas,1.1998
Tyseley,2034,gas,1.1957
Tyseley,2035,gas,1.1917
Tyseley,2036,gas,1.1877
"Valero, Pembroke",2026,gas,50.7087
"Valero, Pembroke",2027,gas,50.7087
"Valero, Pembroke",2028,gas,50.7087
"Valero, Pembroke",2029,gas,50.7087
"Valero, Pembroke",2030,gas,50.7087
"Valero, Pembroke",2031,gas,50.5397
"Valero, Pembroke",2032,gas,50.3706
"Valero, Pembroke",2033,gas,50.2016
"Valero, Pembroke",2034,gas,50.0326
"Valero, Pembroke",2035,gas,49.8635
"Valero, Pembroke",2036,gas,49.6945
Venator Materials UK Limited,2026,gas,1.4733
Venator Materials UK Limited,2027,gas,1.4733
Venator Materials UK Limited,2028,gas,1.4733
Venator Materials UK Limited,2029,gas,1.4733
Venator Materials UK Limited,2030,gas,1.4733
Venator Materials UK Limited,2031,gas,1.4684
Venator Materials UK Limited,2032,gas,1.4635
Venator Materials UK Limited,2033,gas,1.4586
Venator Materials UK Limited,2034,gas,1.4537
Venator Materials UK Limited,2035,gas,1.4487
Venator Materials UK Limited,2036,gas,1.4438
Wakefield,2026,gas,0.235
Wakefield,2027,gas,0.235
Wakefield,2028,gas,0.235
Wakefield,2029,gas,0.235
Wakefield,2030,gas,0.235
Wakefield,2031,gas,0.2342
Wakefield,2032,gas,0.2334
Wakefield,2033,gas,0.2326
Wakefield,2034,gas,0.2319
Wakefield,2035,gas,0.2311
Wakefield,2036,gas,0.2303
Whittlesey,2026,gas,0.9453
Whittlesey,2027,gas,0.9453
Whittlesey,2028,gas,0.9453
Whittlesey,2029,gas,0.9453
Whittlesey,2030,gas,0.9453
Whittlesey,2031,gas,0.9421
Whittlesey,2032,gas,0.939
Whittlesey,2033,gas,0.9358
Whittlesey,2034,gas,0.9327
Whittlesey,2035,gas,0.9295
Whittlesey,2036,gas,0.9264
Whitwell Works Lime Kiln Plant,2026,gas,3.3826
Whitwell Works Lime Kiln Plant,2027,gas,3.3826
Whitwell Works Lime Kiln Plant,2028,gas,3.3826
Whitwell Works Lime Kiln Plant,2029,gas,3.3826
Whitwell Works Lime Kiln Plant,2030,gas,3.3826
Whitwell Works Lime Kiln Plant,2031,gas,3.3713
Whitwell Works Lime Kiln Plant,2032,gas,3.3601
Whitwell Works Lime Kiln Plant,2033,gas,3.3488
Whitwell Works Lime Kiln Plant,2034,gas,3.3375
Whitwell Works Lime Kiln Plant,2035,gas,3.3262
Whitwell Works Lime Kiln Plant,2036,gas,3.315
Widnes,2026,gas,0.4836
Widnes,2027,gas,0.4836
Widnes,2028,gas,0.4836
Widnes,2029,gas,0.4836
Widnes,2030,gas,0.4836
Widnes,2031,gas,0.482
Widnes,2032,gas,0.4804
Widnes,2033,gas,0.4788
Widnes,2034,gas,0.4772
Widnes,2035,gas,0.4756
Widnes,2036,gas,0.474
Wigan,2026,gas,0.418
Wigton Boiler Plant,2026,biomass,0.0
Wigton Boiler Plant,2026,gas,1.3809
Wigton Boiler Plant,2027,biomass,0.0
Wigton Boiler Plant,2027,gas,1.3809
Wigton Boiler Plant,2028,biomass,0.0
Wigton Boiler Plant,2028,gas,1.3809
Wigton Boiler Plant,2029,biomass,0.0
Wigton Boiler Plant,2029,gas,1.3809
Wigton Boiler Plant,2030,biomass,0.0
Wigton Boiler Plant,2030,gas,1.3809
Wigton Boiler Plant,2031,biomass,0.0
Wigton Boiler Plant,2031,gas,1.3763
Wigton Boiler Plant,2032,biomass,0.0
Wigton Boiler Plant,2032,gas,1.3717
Wigton Boiler Plant,2033,biomass,0.0
Wigton Boiler Plant,2033,gas,1.3671
Wigton Boiler Plant,2034,biomass,0.0
Wigton Boiler Plant,2034,gas,1.3625
Wigton Boiler Plant,2035,biomass,0.0
Wigton Boiler Plant,2035,gas,1.3579
Wigton Boiler Plant,2036,biomass,0.0
Wigton Boiler Plant,2036,gas,1.3533
Wilton 11 EfW Plant,2026,gas,1.41
Wilton 11 EfW Plant,2027,gas,1.41
Wilton 11 EfW Plant,2028,gas,1.41
Wilton 11 EfW Plant,2029,gas,1.41
Wilton 11 EfW Plant,2030,gas,1.41
Wilton 11 EfW Plant,2031,gas,1.4053
Wilton 11 EfW Plant,2032,gas,1.4006
Wilton 11 EfW Plant,2033,gas,1.3959
Wilton 11 EfW Plant,2034,gas,1.3912
Wilton 11 EfW Plant,2035,gas,1.3865
Wilton 11 EfW Plant,2036,gas,1.3818
Wilton Package boilers,2026,gas,0.2137
Wilton Package boilers,2027,gas,0.2137
Wilton Package boilers,2028,gas,0.2137
