site,tech,year,units
Syngenta Limited,gas_boiler,2030,0.989
Syngenta Limited,gas_boiler,2031,0.9857
Syngenta Limited,gas_boiler,2032,0.9824
Syngenta Limited,gas_boiler,2033,0.9791
Syngenta Limited,gas_boiler,2034,0.9758
Syngenta Limited,gas_boiler,2035,0.9725
Syngenta Limited,gas_boiler,2036,0.9692
Tata Steel Colors,bof,2026,0.0281
Tata Steel Colors,bof,2027,0.027
Tata Steel Colors,bof,2028,0.0258
Tata Steel Colors,eaf,2027,0.0011
Tata Steel Colors,eaf,2028,0.0023
Tata Steel Colors,eaf,2029,0.0281
Tata Steel Colors,eaf,2030,0.0281
Tata Steel Colors,eaf,2031,0.0281
Tata Steel Colors,eaf,2032,0.0281
Tata Steel Colors,eaf,2033,0.0281
Tata Steel Colors,eaf,2034,0.0281
Tata Steel Colors,eaf,2035,0.0281
Tata Steel Colors,eaf,2036,0.0281
Norbord Cowie,biomass_boiler,2026,0.0
Norbord Cowie,biomass_boiler,2027,0.0
Norbord Cowie,biomass_boiler,2028,0.0
Norbord Cowie,biomass_boiler,2029,0.0
Norbord Cowie,biomass_boiler,2030,0.0
Norbord Cowie,biomass_boiler,2031,0.0
Norbord Cowie,biomass_boiler,2032,0.0
Norbord Cowie,biomass_boiler,2033,0.0
Norbord Cowie,biomass_boiler,2034,0.0
Norbord Cowie,biomass_boiler,2035,0.0
Norbord Cowie,biomass_boiler,2036,0.0
Norbord Cowie,gas_boiler,2026,0.9136
Norbord Cowie,gas_boiler,2027,0.9136
Norbord Cowie,gas_boiler,2028,0.9136
Norbord Cowie,gas_boiler,2029,0.9136
Norbord Cowie,gas_boiler,2030,0.9136
Norbord Cowie,gas_boiler,2031,0.9105
Norbord Cowie,gas_boiler,2032,0.9075
Norbord Cowie,gas_boiler,2033,0.9045
Norbord Cowie,gas_boiler,2034,0.9014
Norbord Cowie,gas_boiler,2035,0.8984
Norbord Cowie,gas_boiler,2036,0.8953
Jaguar Land Rover Limited Solihull,biomass_boiler,2026,0.0
Jaguar Land Rover Limited Solihull,biomass_boiler,2027,0.0
Jaguar Land Rover Limited Solihull,biomass_boiler,2028,0.0
Jaguar Land Rover Limited Solihull,biomass_boiler,2029,0.0
Jaguar Land Rover Limited Solihull,biomass_boiler,2030,0.0
Jaguar Land Rover Limited Solihull,biomass_boiler,2031,0.0
Jaguar Land Rover Limited Solihull,biomass_boiler,2032,0.0
Jaguar Land Rover Limited Solihull,biomass_boiler,2033,0.0
Jaguar Land Rover Limited Solihull,biomass_boiler,2034,0.0
Jaguar Land Rover Limited Solihull,biomass_boiler,2035,0.0
Jaguar Land Rover Limited Solihull,biomass_boiler,2036,0.0
Jaguar Land Rover Limited Solihull,gas_boiler,2026,0.8912
Jaguar Land Rover Limited Solihull,gas_boiler,2027,0.8912
Jaguar Land Rover Limited Solihull,gas_boiler,2028,0.8912
Jaguar Land Rover Limited Solihull,gas_boiler,2029,0.8912
Jaguar Land Rover Limited Solihull,gas_boiler,2030,0.8912
Jaguar Land Rover Limited Solihull,gas_boiler,2031,0.8882
Jaguar Land Rover Limited Solihull,gas_boiler,2032,0.8852
Jaguar Land Rover Limited Solihull,gas_boiler,2033,0.8823
Jaguar Land Rover Limited Solihull,gas_boiler,2034,0.8793
Jaguar Land Rover Limited Solihull,gas_boiler,2035,0.8763
Jaguar Land Rover Limited Solihull,gas_boiler,2036,0.8734
Omega Proteins Limited,biomass_boiler,2026,0.0
Omega Proteins Limited,biomass_boiler,2027,0.0
Omega Proteins Limited,biomass_boiler,2028,0.0
Omega Proteins Limited,biomass_boiler,2029,0.0
Omega Proteins Limited,biomass_boiler,2030,0.0
Omega Proteins Limited,biomass_boiler,2031,0.0
Omega Proteins Limited,biomass_boiler,2032,0.0
Omega Proteins Limited,biomass_boiler,2033,0.0
Omega Proteins Limited,biomass_boiler,2034,0.0
Omega Proteins Limited,biomass_boiler,2035,0.0
Omega Proteins Limited,biomass_boiler,2036,0.0
Omega Proteins Limited,gas_boiler,2026,0.8814
Omega Proteins Limited,gas_boiler,2027,0.8814
Omega Proteins Limited,gas_boiler,2028,0.8814
Omega Proteins Limited,gas_boiler,2029,0.8814
Omega Proteins Limited,gas_boiler,2030,0.8814
Omega Proteins Limited,gas_boiler,2031,0.8784
Omega Proteins Limited,gas_boiler,2032,0.8755
Omega Proteins Limited,gas_boiler,2033,0.8726
Omega Proteins Limited,gas_boiler,2034,0.8696
Omega Proteins Limited,gas_boiler,2035,0.8667
Omega Proteins Limited,gas_boiler,2036,0.8637
Lochaber Smelter,gas_boiler,2026,0.872
Lochaber Smelter,gas_boiler,2027,0.872
Lochaber Smelter,gas_boiler,2028,0.872
Lochaber Smelter,gas_boiler,2029,0.872
Lochaber Smelter,gas_boiler,2030,0.872
Lochaber Smelter,gas_boiler,2031,0.8691
Lochaber Smelter,gas_boiler,2032,0.8662
Lochaber Smelter,gas_boiler,2033,0.8633
Lochaber Smelter,gas_boiler,2034,0.8604
Lochaber Smelter,gas_boiler,2035,0.8575
Lochaber Smelter,gas_boiler,2036,0.8546
Whittlesey,gas_boiler,2026,0.8516
Whittlesey,gas_boiler,2027,0.8516
Whittlesey,gas_boiler,2028,0.8516
Whittlesey,gas_boiler,2029,0.8516
Whittlesey,gas_boiler,2030,0.8516
Whittlesey,gas_boiler,2031,0.8488
Whittlesey,gas_boiler,2032,0.8459
Whittlesey,gas_boiler,2033,0.8431
Whittlesey,gas_boiler,2034,0.8402
Whittlesey,gas_boiler,2035,0.8374
Whittlesey,gas_boiler,2036,0.8346
Beatson Clark plc - Rotherham,biomass_boiler,2026,0.0
Beatson Clark plc - Rotherham,biomass_boiler,2027,0.0
Beatson Clark plc - Rotherham,biomass_boiler,2028,0.0
Beatson Clark plc - Rotherham,biomass_boiler,2029,0.0
Beatson Clark plc - Rotherham,biomass_boiler,2030,0.0
Beatson Clark plc - Rotherham,biomass_boiler,2031,0.0
Beatson Clark plc - Rotherham,biomass_boiler,2032,0.0
Beatson Clark plc - Rotherham,biomass_boiler,2033,0.0
Beatson Clark plc - Rotherham,biomass_boiler,2034,0.0
Beatson Clark plc - Rotherham,biomass_boiler,2035,0.0
Beatson Clark plc - Rotherham,biomass_boiler,2036,0.0
Beatson Clark plc - Rotherham,gas_boiler,2026,0.8119
Beatson Clark plc - Rotherham,gas_boiler,2027,0.8119
Beatson Clark plc - Rotherham,gas_boiler,2028,0.8119
Beatson Clark plc - Rotherham,gas_boiler,2029,0.8119
Beatson Clark plc - Rotherham,gas_boiler,2030,0.8119
Beatson Clark plc - Rotherham,gas_boiler,2031,0.8092
Beatson Clark plc - Rotherham,gas_boiler,2032,0.8065
Beatson Clark plc - Rotherham,gas_boiler,2033,0.8038
Beatson Clark plc - Rotherham,gas_boiler,2034,0.8011
Beatson Clark plc - Rotherham,gas_boiler,2035,0.7984
Beatson Clark plc - Rotherham,gas_boiler,2036,0.7957
Ibstock Brick Limited - Leicester,biomass_boiler,2026,0.0
Ibstock Brick Limited - Leicester,biomass_boiler,2027,0.0
Ibstock Brick Limited - Leicester,biomass_boiler,2028,0.0
Ibstock Brick Limited - Leicester,biomass_boiler,2029,0.0
Ibstock Brick Limited - Leicester,biomass_boiler,2030,0.0
Ibstock Brick Limited - Leicester,biomass_boiler,2031,0.0
Ibstock Brick Limited - Leicester,biomass_boiler,2032,0.0
Ibstock Brick Limited - Leicester,biomass_boiler,2033,0.0
Ibstock Brick Limited - Leicester,biomass_boiler,2034,0.0
Ibstock Brick Limited - Leicester,biomass_boiler,2035,0.0
Ibstock Brick Limited - Leicester,biomass_boiler,2036,0.0
Ibstock Brick Limited - Leicester,gas_boiler,2026,0.8029
Ibstock Brick Limited - Leicester,gas_boiler,2027,0.8029
Ibstock Brick Limited - Leicester,gas_boiler,2028,0.8029
Ibstock Brick Limited - Leicester,gas_boiler,2029,0.8029
Ibstock Brick Limited - Leicester,gas_boiler,2030,0.8029
Ibstock Brick Limited - Leicester,gas_boiler,2031,0.8002
Ibstock Brick Limited - Leicester,gas_boiler,2032,0.7975
Ibstock Brick Limited - Leicester,gas_boiler,2033,0.7949
Ibstock Brick Limited - Leicester,gas_boiler,2034,0.7922
Ibstock Brick Limited - Leicester,gas_boiler,2035,0.7895
Ibstock Brick Limited - Leicester,gas_boiler,2036,0.7868
The Lycra Company UK Limited,gas_boiler,2026,0.7776
The Lycra Company UK Limited,gas_boiler,2027,0.7776
The Lycra Company UK Limited,gas_boiler,2028,0.7776
The Lycra Company UK Limited,gas_boiler,2029,0.7776
The Lycra Company UK Limited,gas_boiler,2030,0.7776
The Lycra Company UK Limited,gas_boiler,2031,0.775
The Lycra Company UK Limited,gas_boiler,2032,0.7724
The Lycra Company UK Limited,gas_boiler,2033,0.7698
The Lycra Company UK Limited,gas_boiler,2034,0.7672
The Lycra Company UK Limited,gas_boiler,2035,0.7646
The Lycra Company UK Limited,gas_boiler,2036,0.762
Allied Glass Containers Ltd - Knottingley,gas_boiler,2026,0.7722
Allied Glass Containers Ltd - Knottingley,gas_boiler,2027,0.7722
Allied Glass Containers Ltd - Knottingley,gas_boiler,2028,0.7722
Allied Glass Containers Ltd - Knottingley,gas_boiler,2029,0.7722
Allied Glass Containers Ltd - Knottingley,gas_boiler,2030,0.7722
Allied Glass Containers Ltd - Knottingley,gas_boiler,2031,0.7696
Allied Glass Containers Ltd - Knottingley,gas_boiler,2032,0.7671
Allied Glass Containers Ltd - Knottingley,gas_boiler,2033,0.7645
Allied Glass Containers Ltd - Knottingley,gas_boiler,2034,0.7619
Allied Glass Containers Ltd - Knottingley,gas_boiler,2035,0.7593
Allied Glass Containers Ltd - Knottingley,gas_boiler,2036,0.7568
Novelis Latchford,biomass_boiler,2026,0.0
Novelis Latchford,biomass_boiler,2027,0.0
Novelis Latchford,biomass_boiler,2028,0.0
Novelis Latchford,biomass_boiler,2029,0.0
Novelis Latchford,biomass_boiler,2030,0.0
Novelis Latchford,biomass_boiler,2031,0.0
Novelis Latchford,biomass_boiler,2032,0.0
Novelis Latchford,biomass_boiler,2033,0.0
Novelis Latchford,biomass_boiler,2034,0.0
Novelis Latchford,biomass_boiler,2035,0.0
Novelis Latchford,biomass_boiler,2036,0.0
Novelis Latchford,gas_boiler,2026,0.7624
Novelis Latchford,gas_boiler,2027,0.7624
Novelis Latchford,gas_boiler,2028,0.7624
Novelis Latchford,gas_boiler,2029,0.7624
Novelis Latchford,gas_boiler,2030,0.7624
Novelis Latchford,gas_boiler,2031,0.7598
Novelis Latchford,gas_boiler,2032,0.7573
Novelis Latchford,gas_boiler,2033,0.7548
Novelis Latchford,gas_boiler,2034,0.7522
Novelis Latchford,gas_boiler,2035,0.7497
Novelis Latchford,gas_boiler,2036,0.7471
Essity UK Limited - Prudhoe Mill,gas_boiler,2026,0.762
Essity UK Limited - Prudhoe Mill,gas_boiler,2027,0.762
Essity UK Limited - Prudhoe Mill,gas_boiler,2028,0.762
Essity UK Limited - Prudhoe Mill,gas_boiler,2029,0.762
Essity UK Limited - Prudhoe Mill,gas_boiler,2030,0.762
Essity UK Limited - Prudhoe Mill,gas_boiler,2031,0.7595
Essity UK Limited - Prudhoe Mill,gas_boiler,2032,0.7569
Essity UK Limited - Prudhoe Mill,gas_boiler,2033,0.7544
Essity UK Limited - Prudhoe Mill,gas_boiler,2034,0.7518
Essity UK Limited - Prudhoe Mill,gas_boiler,2035,0.7493
Essity UK Limited - Prudhoe Mill,gas_boiler,2036,0.7468
Bridgend Operation,biomass_boiler,2026,0.0
Bridgend Operation,biomass_boiler,2027,0.0
Bridgend Operation,biomass_boiler,2028,0.0
Bridgend Operation,biomass_boiler,2029,0.0
Bridgend Operation,biomass_boiler,2030,0.0
Bridgend Operation,biomass_boiler,2031,0.0
Bridgend Operation,biomass_boiler,2032,0.0
Bridgend Operation,biomass_boiler,2033,0.0
Bridgend Operation,biomass_boiler,2034,0.0
Bridgend Operation,biomass_boiler,2035,0.0
Bridgend Operation,biomass_boiler,2036,0.0
Bridgend Operation,gas_boiler,2026,0.7591
Bridgend Operation,gas_boiler,2027,0.7591
Bridgend Operation,gas_boiler,2028,0.7591
Bridgend Operation,gas_boiler,2029,0.7591
Bridgend Operation,gas_boiler,2030,0.7591
Bridgend Operation,gas_boiler,2031,0.7565
Bridgend Operation,gas_boiler,2032,0.754
Bridgend Operation,gas_boiler,2033,0.7515
Bridgend Operation,gas_boiler,2034,0.7489
Bridgend Operation,gas_boiler,2035,0.7464
Bridgend Operation,gas_boiler,2036,0.7439
Ardagh Glass - Headlands,biomass_boiler,2026,0.0001
Ardagh Glass - Headlands,biomass_boiler,2027,0.0001
Ardagh Glass - Headlands,biomass_boiler,2028,0.0001
Ardagh Glass - Headlands,biomass_boiler,2029,0.0001
Ardagh Glass - Headlands,biomass_boiler,2030,0.0001
Ardagh Glass - Headlands,biomass_boiler,2031,0.0001
Ardagh Glass - Headlands,biomass_boiler,2032,0.0001
Ardagh Glass - Headlands,biomass_boiler,2033,0.0001
Ardagh Glass - Headlands,biomass_boiler,2034,0.0001
Ardagh Glass - Headlands,biomass_boiler,2035,0.0001
Ardagh Glass - Headlands,biomass_boiler,2036,0.0001
Ardagh Glass - Headlands,gas_boiler,2026,0.7567
Ardagh Glass - Headlands,gas_boiler,2027,0.7567
Ardagh Glass - Headlands,gas_boiler,2028,0.7567
Ardagh Glass - Headlands,gas_boiler,2029,0.7567
Ardagh Glass - Headlands,gas_boiler,2030,0.7567
Ardagh Glass - Headlands,gas_boiler,2031,0.7542
Ardagh Glass - Headlands,gas_boiler,2032,0.7517
Ardagh Glass - Headlands,gas_boiler,2033,0.7492
Ardagh Glass - Headlands,gas_boiler,2034,0.7466
Ardagh Glass - Headlands,gas_boiler,2035,0.7441
Ardagh Glass - Headlands,gas_boiler,2036,0.7416
Bones Lane Factory,biomass_boiler,2026,0.0001
Bones Lane Factory,biomass_boiler,2027,0.0001
Bones Lane Factory,biomass_boiler,2028,0.0001
Bones Lane Factory,biomass_boiler,2029,0.0001
Bones Lane Factory,biomass_boiler,2030,0.0001
Bones Lane Factory,biomass_boiler,2031,0.0001
Bones Lane Factory,biomass_boiler,2032,0.0001
Bones Lane Factory,biomass_boiler,2033,0.0001
Bones Lane Factory,biomass_boiler,2034,0.0001
Bones Lane Factory,biomass_boiler,2035,0.0001
Bones Lane Factory,biomass_boiler,2036,0.0001
Bones Lane Factory,gas_boiler,2026,0.7494
Bones Lane Factory,gas_boiler,2027,0.7494
Bones Lane Factory,gas_boiler,2028,0.7494
Bones Lane Factory,gas_boiler,2029,0.7494
Bones Lane Factory,gas_boiler,2030,0.7494
Bones Lane Factory,gas_boiler,2031,0.7469
Bones Lane Factory,gas_boiler,2032,0.7444
Bones Lane Factory,gas_boiler,2033,0.7419
Bones Lane Factory,gas_boiler,2034,0.7394
Bones Lane Factory,gas_boiler,2035,0.7369
Bones Lane Factory,gas_boiler,2036,0.7344
Cantley Sugar Factory,biomass_boiler,2026,0.0
Cantley Sugar Factory,biomass_boiler,2027,0.0
Cantley Sugar Factory,biomass_boiler,2028,0.0
Cantley Sugar Factory,biomass_boiler,2029,0.0
Cantley Sugar Factory,biomass_boiler,2030,0.0
Cantley Sugar Factory,biomass_boiler,2031,0.0
Cantley Sugar Factory,biomass_boiler,2032,0.0
Cantley Sugar Factory,biomass_boiler,2033,0.0
Cantley Sugar Factory,biomass_boiler,2034,0.0
Cantley Sugar Factory,biomass_boiler,2035,0.0
Cantley Sugar Factory,biomass_boiler,2036,0.0
Cantley Sugar Factory,gas_boiler,2026,0.7448
Cantley Sugar Factory,gas_boiler,2027,0.7448
Cantley Sugar Factory,gas_boiler,2028,0.7448
Cantley Sugar Factory,gas_boiler,2029,0.7448
Cantley Sugar Factory,gas_boiler,2030,0.7448
Cantley Sugar Factory,gas_boiler,2031,0.7423
Cantley Sugar Factory,gas_boiler,2032,0.7398
Cantley Sugar Factory,gas_boiler,2033,0.7373
Cantley Sugar Factory,gas_boiler,2034,0.7348
Cantley Sugar Factory,gas_boiler,2035,0.7323
Cantley Sugar Factory,gas_boiler,2036,0.7299
Elanco AH UK Speke,gas_boiler,2026,0.7307
Elanco AH UK Speke,gas_boiler,2027,0.7307
Elanco AH UK Speke,gas_boiler,2028,0.7307
Elanco AH UK Speke,gas_boiler,2029,0.7307
Elanco AH UK Speke,gas_boiler,2030,0.7307
Elanco AH UK Speke,gas_boiler,2031,0.7283
Elanco AH UK Speke,gas_boiler,2032,0.7258
Elanco AH UK Speke,gas_boiler,2033,0.7234
Elanco AH UK Speke,gas_boiler,2034,0.721
Elanco AH UK Speke,gas_boiler,2035,0.7185
Elanco AH UK Speke,gas_boiler,2036,0.7161
7 Steel Manufacturing (UK) Ltd – Rod & Bar Mill,bof,2026,0.0211
7 Steel Manufacturing (UK) Ltd – Rod & Bar Mill,bof,2027,0.0203
7 Steel Manufacturing (UK) Ltd – Rod & Bar Mill,bof,2028,0.0195
7 Steel Manufacturing (UK) Ltd – Rod & Bar Mill,eaf,2027,0.0008
7 Steel Manufacturing (UK) Ltd – Rod & Bar Mill,eaf,2028,0.0016
7 Steel Manufacturing (UK) Ltd – Rod & Bar Mill,eaf,2029,0.0211
7 Steel Manufacturing (UK) Ltd – Rod & Bar Mill,eaf,2030,0.0211
7 Steel Manufacturing (UK) Ltd – Rod & Bar Mill,eaf,2031,0.0211
7 Steel Manufacturing (UK) Ltd – Rod & Bar Mill,eaf,2032,0.0211
7 Steel Manufacturing (UK) Ltd – Rod & Bar Mill,eaf,2033,0.0211
7 Steel Manufacturing (UK) Ltd – Rod & Bar Mill,eaf,2034,0.0211
7 Steel Manufacturing (UK) Ltd – Rod & Bar Mill,eaf,2035,0.0211
7 Steel Manufacturing (UK) Ltd – Rod & Bar Mill,eaf,2036,0.0211
Knauf Drywall Sittingbourne,gas_boiler,2026,0.6911
Knauf Drywall Sittingbourne,gas_boiler,2027,0.6911
Knauf Drywall Sittingbourne,gas_boiler,2028,0.6911
Knauf Drywall Sittingbourne,gas_boiler,2029,0.6911
Knauf Drywall Sittingbourne,gas_boiler,2030,0.6911
Knauf Drywall Sittingbourne,gas_boiler,2031,0.6888
Knauf Drywall Sittingbourne,gas_boiler,2032,0.6865
Knauf Drywall Sittingbourne,gas_boiler,2033,0.6842
Knauf Drywall Sittingbourne,gas_boiler,2034,0.6819
Knauf Drywall Sittingbourne,gas_boiler,2035,0.6796
Knauf Drywall Sittingbourne,gas_boiler,2036,0.6773
Fawley Chemicals,biomass_boiler,2026,0.0
Fawley Chemicals,biomass_boiler,2027,0.0
Fawley Chemicals,biomass_boiler,2028,0.0
Fawley Chemicals,biomass_boiler,2029,0.0
Fawley Chemicals,biomass_boiler,2030,0.0
Fawley Chemicals,biomass_boiler,2031,0.0
Fawley Chemicals,biomass_boiler,2032,0.0
Fawley Chemicals,biomass_boiler,2033,0.0
Fawley Chemicals,biomass_boiler,2034,0.0
Fawley Chemicals,biomass_boiler,2035,0.0
Fawley Chemicals,biomass_boiler,2036,0.0
Fawley Chemicals,gas_boiler,2026,0.6896
Fawley Chemicals,gas_boiler,2027,0.6896
Fawley Chemicals,gas_boiler,2028,0.6896
Fawley Chemicals,gas_boiler,2029,0.6896
Fawley Chemicals,gas_boiler,2030,0.6896
Fawley Chemicals,gas_boiler,2031,0.6873
Fawley Chemicals,gas_boiler,2032,0.685
Fawley Chemicals,gas_boiler,2033,0.6827
Fawley Chemicals,gas_boiler,2034,0.6804
Fawley Chemicals,gas_boiler,2035,0.6781
Fawley Chemicals,gas_boiler,2036,0.6758
Tata Steel Packaging Plus UK,bof,2026,0.0202
Tata Steel Packaging Plus UK,bof,2027,0.0194
Tata Steel Packaging Plus UK,bof,2028,0.0186
Tata Steel Packaging Plus UK,eaf,2027,0.0009
Tata Steel Packaging Plus UK,eaf,2028,0.0017
Tata Steel Packaging Plus UK,eaf,2029,0.0203
Tata Steel Packaging Plus UK,eaf,2030,0.0203
Tata Steel Packaging Plus UK,eaf,2031,0.0203
Tata Steel Packaging Plus UK,eaf,2032,0.0203
Tata Steel Packaging Plus UK,eaf,2033,0.0203
Tata Steel Packaging Plus UK,eaf,2034,0.0203
Tata Steel Packaging Plus UK,eaf,2035,0.0203
Tata Steel Packaging Plus UK,eaf,2036,0.0203
Solutia UK Limited - Newport,biomass_boiler,2026,0.0
Solutia UK Limited - Newport,biomass_boiler,2027,0.0
Solutia UK Limited - Newport,biomass_boiler,2028,0.0
Solutia UK Limited - Newport,biomass_boiler,2029,0.0
Solutia UK Limited - Newport,biomass_boiler,2030,0.0
Solutia UK Limited - Newport,biomass_boiler,2031,0.0
Solutia UK Limited - Newport,biomass_boiler,2032,0.0
Solutia UK Limited - Newport,biomass_boiler,2033,0.0
Solutia UK Limited - Newport,biomass_boiler,2034,0.0
Solutia UK Limited - Newport,biomass_boiler,2035,0.0
Solutia UK Limited - Newport,biomass_boiler,2036,0.0
Solutia UK Limited - Newport,gas_boiler,2026,0.6571
Solutia UK Limited - Newport,gas_boiler,2027,0.6571
Solutia UK Limited - Newport,gas_boiler,2028,0.6571
Solutia UK Limited - Newport,gas_boiler,2029,0.6571
Solutia UK Limited - Newport,gas_boiler,2030,0.6571
Solutia UK Limited - Newport,gas_boiler,2031,0.6549
Solutia UK Limited - Newport,gas_boiler,2032,0.6527
Solutia UK Limited - Newport,gas_boiler,2033,0.6505
Solutia UK Limited - Newport,gas_boiler,2034,0.6483
Solutia UK Limited - Newport,gas_boiler,2035,0.6461
Solutia UK Limited - Newport,gas_boiler,2036,0.6439
Desford,biomass_boiler,2026,0.0001
Desford,biomass_boiler,2027,0.0001
Desford,biomass_boiler,2028,0.0001
Desford,biomass_boiler,2029,0.0001
Desford,biomass_boiler,2030,0.0001
Desford,biomass_boiler,2031,0.0001
Desford,biomass_boiler,2032,0.0001
Desford,biomass_boiler,2033,0.0001
Desford,biomass_boiler,2034,0.0001
Desford,biomass_boiler,2035,0.0001
Desford,biomass_boiler,2036,0.0001
Desford,gas_boiler,2026,0.6467
Desford,gas_boiler,2027,0.6467
Desford,gas_boiler,2028,0.6467
Desford,gas_boiler,2029,0.6467
Desford,gas_boiler,2030,0.6467
Desford,gas_boiler,2031,0.6446
Desford,gas_boiler,2032,0.6424
Desford,gas_boiler,2033,0.6403
Desford,gas_boiler,2034,0.6381
Desford,gas_boiler,2035,0.636
Desford,gas_boiler,2036,0.6338
Knauf Immingham,gas_boiler,2026,0.6433
Knauf Immingham,gas_boiler,2027,0.6433
Knauf Immingham,gas_boiler,2028,0.6433
Knauf Immingham,gas_boiler,2029,0.6433
Knauf Immingham,gas_boiler,2030,0.6433
Knauf Immingham,gas_boiler,2031,0.6412
Knauf Immingham,gas_boiler,2032,0.639
Knauf Immingham,gas_boiler,2033,0.6369
Knauf Immingham,gas_boiler,2034,0.6347
Knauf Immingham,gas_boiler,2035,0.6326
Knauf Immingham,gas_boiler,2036,0.6304
INOVYN Chlorvinyls Newton Aycliffe,gas_boiler,2026,0.6429
INOVYN Chlorvinyls Newton Aycliffe,gas_boiler,2027,0.6429
INOVYN Chlorvinyls Newton Aycliffe,gas_boiler,2028,0.6429
INOVYN Chlorvinyls Newton Aycliffe,gas_boiler,2029,0.6429
INOVYN Chlorvinyls Newton Aycliffe,gas_boiler,2030,0.6429
INOVYN Chlorvinyls Newton Aycliffe,gas_boiler,2031,0.6408
INOVYN Chlorvinyls Newton Aycliffe,gas_boiler,2032,0.6386
INOVYN Chlorvinyls Newton Aycliffe,gas_boiler,2033,0.6365
INOVYN Chlorvinyls Newton Aycliffe,gas_boiler,2034,0.6343
INOVYN Chlorvinyls Newton Aycliffe,gas_boiler,2035,0.6322
INOVYN Chlorvinyls Newton Aycliffe,gas_boiler,2036,0.63
Llanwern Steelworks,bof,2026,0.0188
Llanwern Steelworks,bof,2027,0.0181
Llanwern Steelworks,bof,2028,0.0173
Llanwern Steelworks,eaf,2027,0.0007
Llanwern Steelworks,eaf,2028,0.0015
Llanwern Steelworks,eaf,2029,0.0188
Llanwern Steelworks,eaf,2030,0.0188
Llanwern Steelworks,eaf,2031,0.0188
Llanwern Steelworks,eaf,2032,0.0188
Llanwern Steelworks,eaf,2033,0.0188
Llanwern Steelworks,eaf,2034,0.0188
Llanwern Steelworks,eaf,2035,0.0188
Llanwern Steelworks,eaf,2036,0.0188
Knauf Insulation Queensferry,gas_boiler,2026,0.6151
Knauf Insulation Queensferry,gas_boiler,2027,0.6151
Knauf Insulation Queensferry,gas_boiler,2028,0.6151
Knauf Insulation Queensferry,gas_boiler,2029,0.6151
Knauf Insulation Queensferry,gas_boiler,2030,0.6151
Knauf Insulation Queensferry,gas_boiler,2031,0.613
Knauf Insulation Queensferry,gas_boiler,2032,0.611
Knauf Insulation Queensferry,gas_boiler,2033,0.6089
Knauf Insulation Queensferry,gas_boiler,2034,0.6069
Knauf Insulation Queensferry,gas_boiler,2035,0.6048
Knauf Insulation Queensferry,gas_boiler,2036,0.6028
Robertsbridge Gypsum Works,gas_boiler,2026,0.6123
Robertsbridge Gypsum Works,gas_boiler,2027,0.6123
Robertsbridge Gypsum Works,gas_boiler,2028,0.6123
Robertsbridge Gypsum Works,gas_boiler,2029,0.6123
Robertsbridge Gypsum Works,gas_boiler,2030,0.6123
Robertsbridge Gypsum Works,gas_boiler,2031,0.6103
Robertsbridge Gypsum Works,gas_boiler,2032,0.6082
Robertsbridge Gypsum Works,gas_boiler,2033,0.6062
Robertsbridge Gypsum Works,gas_boiler,2034,0.6041
Robertsbridge Gypsum Works,gas_boiler,2035,0.6021
Robertsbridge Gypsum Works,gas_boiler,2036,0.6001
Eastham Refinery Limited,gas_boiler,2026,0.6083
Eastham Refinery Limited,gas_boiler,2027,0.6083
Eastham Refinery Limited,gas_boiler,2028,0.6083
Eastham Refinery Limited,gas_boiler,2029,0.6083
Eastham Refinery Limited,gas_boiler,2030,0.6083
Eastham Refinery Limited,gas_boiler,2031,0.6063
Eastham Refinery Limited,gas_boiler,2032,0.6042
Eastham Refinery Limited,gas_boiler,2033,0.6022
Eastham Refinery Limited,gas_boiler,2034,0.6002
Eastham Refinery Limited,gas_boiler,2035,0.5982
Eastham Refinery Limited,gas_boiler,2036,0.5961
Billingham Fertilizer Works,gas_boiler,2026,0.6011
Billingham Fertilizer Works,gas_boiler,2027,0.6011
Billingham Fertilizer Works,gas_boiler,2028,0.6011
Billingham Fertilizer Works,gas_boiler,2029,0.6011
Billingham Fertilizer Works,gas_boiler,2030,0.6011
Billingham Fertilizer Works,gas_boiler,2031,0.5991
Billingham Fertilizer Works,gas_boiler,2032,0.5971
Billingham Fertilizer Works,gas_boiler,2033,0.5951
Billingham Fertilizer Works,gas_boiler,2034,0.5931
Billingham Fertilizer Works,gas_boiler,2035,0.5911
Billingham Fertilizer Works,gas_boiler,2036,0.5891
Measham,biomass_boiler,2026,0.0
Measham,biomass_boiler,2027,0.0
Measham,biomass_boiler,2028,0.0
Measham,biomass_boiler,2029,0.0
Measham,biomass_boiler,2030,0.0
Measham,biomass_boiler,2031,0.0
Measham,biomass_boiler,2032,0.0
Measham,biomass_boiler,2033,0.0
Measham,biomass_boiler,2034,0.0
Measham,biomass_boiler,2035,0.0
Measham,biomass_boiler,2036,0.0
Measham,gas_boiler,2026,0.5932
Measham,gas_boiler,2027,0.5932
Measham,gas_boiler,2028,0.5932
Measham,gas_boiler,2029,0.5932
Measham,gas_boiler,2030,0.5932
Measham,gas_boiler,2031,0.5912
Measham,gas_boiler,2032,0.5892
Measham,gas_boiler,2033,0.5873
Measham,gas_boiler,2034,0.5853
Measham,gas_boiler,2035,0.5833
Measham,gas_boiler,2036,0.5813
Sherburn Gypsum Works,biomass_boiler,2026,0.0
Sherburn Gypsum Works,biomass_boiler,2027,0.0
Sherburn Gypsum Works,biomass_boiler,2028,0.0
